gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,ap,at,ceq,che,cogs,csho,dltt,ebit,ebitda,epspx,ibc,invt,ni,nits,oancf,rect,sale,xint,costat,prcc_f
120444,12/31/2021,2021,INDL,C,D,STD,WCC,WESCO INTL INC,USD,2140.2510,12617.6990,3782.5240,212.5830,14425.4440,50.4750,5115.7900,983.4510,1149.9840,8.1100,466.4020,2666.2190,465.3820,,67.1380,3366.8980,18217.5120,268.0730,A,131.590000000000
120444,12/31/2022,2022,INDL,C,D,STD,WCC,WESCO INTL INC,USD,2728.1950,14811.6860,4454.2340,527.3480,16758.7940,50.7590,5856.4060,1515.3050,1684.5450,15.8300,862.1220,3498.8240,860.4710,,11.0380,4125.8740,21420.1160,294.4200,A,125.200000000000
120444,12/31/2023,2023,INDL,C,D,STD,WCC,WESCO INTL INC,USD,2431.5000,15060.9000,5037.1000,524.1000,17541.5000,50.8970,5954.8000,1480.1000,1659.8000,13.8600,766.1000,3572.1000,765.5000,,493.2000,4105.4000,22385.2000,389.3000,A,173.880000000000
121142,12/31/2021,2021,INDL,C,D,STD,SKX,SKECHERS U S A INC,USD,876.3420,6491.2800,3259.3440,894.8630,3056.7170,156.0460,1358.1930,613.1870,742.2870,4.7700,815.6320,1470.9940,741.5030,,212.1520,812.8360,6310.1880,14.9000,A,43.400000000000
121142,12/31/2022,2022,INDL,C,D,STD,SKX,SKECHERS U S A INC,USD,957.3840,6893.4870,3569.9880,717.8990,3790.9930,155.2830,1280.1600,546.6700,684.8700,2.4000,429.1620,1818.0160,373.0280,,238.3250,934.3230,7444.5500,19.7000,A,41.950000000000
121142,12/31/2023,2023,INDL,C,D,STD,SKX,SKECHERS U S A INC,USD,1008.0010,7547.3510,4019.3420,1262.5050,3680.0380,153.0190,1351.0540,786.3860,954.2860,3.5300,649.9230,1525.4090,545.7990,,1231.1640,942.5530,8000.3420,22.4000,A,62.340000000000
124434,12/31/2021,2021,FS,C,D,STD,BLK,BLACKROCK INC,USD,1207.0000,152648.0000,37693.0000,,,,9596.0000,,,,,,,,,,,205.0000,A,915.560000000000
124434,12/31/2021,2021,INDL,C,D,STD,BLK,BLACKROCK INC,USD,1207.0000,152648.0000,37693.0000,9340.0000,11494.0000,151.6840,8846.0000,7484.0000,7880.0000,38.7600,6205.0000,1186.0000,5901.0000,,4944.0000,4169.0000,19374.0000,205.0000,A,915.560000000000
124434,12/31/2022,2022,FS,C,D,STD,BLK,BLACKROCK INC,USD,1202.0000,117628.0000,37744.0000,,,,8734.0000,,,,,,,,,,,212.0000,A,708.630000000000
124434,12/31/2022,2022,INDL,C,D,STD,BLK,BLACKROCK INC,USD,1202.0000,117628.0000,37744.0000,7433.0000,10992.0000,149.7560,8734.0000,6479.0000,6881.0000,34.3100,4994.0000,1331.0000,5178.0000,,4956.0000,4014.0000,17873.0000,212.0000,A,708.630000000000
124434,12/31/2023,2023,FS,C,D,STD,BLK,BLACKROCK INC,USD,1155.0000,123211.0000,39347.0000,,,,8892.0000,,,,,,,,,,,292.0000,A,811.800000000000
124434,12/31/2023,2023,INDL,C,D,STD,BLK,BLACKROCK INC,USD,1155.0000,123211.0000,39347.0000,8753.0000,11091.0000,148.5000,8892.0000,6354.0000,6768.0000,36.8500,5676.0000,1871.0000,5502.0000,,4165.0000,4371.0000,17859.0000,292.0000,A,811.800000000000
126136,12/31/2021,2021,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,724.0000,142491.0000,14050.0000,601.0000,31482.0000,172.7410,89746.0000,10855.0000,20200.0000,25.3400,5320.0000,0.0000,4654.0000,,16239.0000,2579.0000,51682.0000,4037.0000,A,651.970000000000
126136,12/31/2022,2022,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,952.0000,144523.0000,9119.0000,645.0000,32876.0000,152.6510,97176.0000,12243.0000,21146.0000,31.3000,5849.0000,0.0000,5055.0000,,14925.0000,2921.0000,54022.0000,4556.0000,A,339.100000000000
126136,12/31/2023,2023,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,931.0000,147193.0000,11086.0000,709.0000,33405.0000,145.2250,96905.0000,12506.0000,21202.0000,30.5400,5261.0000,0.0000,4557.0000,,14433.0000,2965.0000,54607.0000,5188.0000,A,388.680000000000
126423,12/31/2021,2021,INDL,C,D,STD,ONTO,ONTO INNOVATION INC,USD,53.3450,1649.8130,1426.0550,511.3430,343.5100,49.3000,13.7540,166.5430,232.3440,2.8900,142.3500,243.1080,142.3490,,175.2810,177.2050,788.8990,,A,101.230000000000
126423,12/31/2022,2022,INDL,C,D,STD,ONTO,ONTO INNOVATION INC,USD,54.5260,1794.8630,1596.4260,547.7840,456.5050,48.6840,16.3450,248.1270,312.7890,4.5200,223.3340,324.2820,223.3340,,136.7030,241.3950,1005.1830,,A,68.090000000000
126423,12/31/2023,2023,INDL,C,D,STD,ONTO,ONTO INNOVATION INC,USD,49.8690,1909.7120,1736.5350,697.8110,376.0390,49.0860,14.0270,129.2830,196.4950,2.4700,121.1590,327.7730,121.1590,,171.9730,226.5560,815.8680,,A,152.900000000000
126554,10/31/2022,2022,INDL,C,D,STD,A,AGILENT TECHNOLOGIES INC,USD,580.0000,10532.0000,5305.0000,1053.0000,2883.0000,295.2590,2834.0000,1655.0000,1967.0000,4.1900,1254.0000,1038.0000,1254.0000,,1312.0000,1405.0000,6848.0000,84.0000,A,138.350000000000
126554,10/31/2023,2023,INDL,C,D,STD,A,AGILENT TECHNOLOGIES INC,USD,418.0000,10763.0000,5845.0000,1590.0000,3132.0000,292.1230,2853.0000,1443.0000,1711.0000,4.2200,1240.0000,1031.0000,1240.0000,,1772.0000,1291.0000,6833.0000,95.0000,A,103.370000000000
133366,12/31/2021,2021,INDL,C,D,STD,EW,EDWARDS LIFESCIENCES CORP,USD,204.5000,8502.6000,5835.9000,1468.3000,1114.2000,624.1000,664.8000,1566.2000,1700.9000,2.4100,1503.1000,726.7000,1503.1000,,1732.1000,664.9000,5232.5000,18.4000,A,129.550000000000
133366,12/31/2022,2022,INDL,C,D,STD,EW,EDWARDS LIFESCIENCES CORP,USD,201.9000,8292.5000,5806.7000,1215.8000,939.2000,608.3000,665.8000,1775.0000,1914.6000,2.4600,1521.9000,875.5000,1521.9000,,1218.2000,699.1000,5382.4000,19.2000,A,74.610000000000
133366,12/31/2023,2023,INDL,C,D,STD,EW,EDWARDS LIFESCIENCES CORP,USD,201.4000,9363.2000,6650.0000,1647.8000,1234.8000,601.1000,670.0000,1701.1000,1846.1000,2.3100,1399.4000,1168.2000,1402.4000,,895.8000,836.9000,6004.8000,17.6000,A,76.250000000000
133768,12/31/2021,2021,FS,C,D,STD,MET,METLIFE INC,USD,0.0000,759708.0000,67482.0000,,,,19041.0000,,,,,,,3822.0000,,,,942.0000,A,62.490000000000
133768,12/31/2021,2021,INDL,C,D,STD,MET,METLIFE INC,USD,21055.0000,759708.0000,67482.0000,34846.0000,56904.0000,825.5400,19041.0000,2578.0000,3291.0000,7.3600,6575.0000,0.0000,6554.0000,,12596.0000,108982.0000,64590.0000,942.0000,A,62.490000000000
133768,12/31/2022,2022,FS,C,D,STD,MET,METLIFE INC,USD,0.0000,666611.0000,27040.0000,,,,18568.0000,,,,,,,3884.0000,,,,955.0000,A,72.370000000000
133768,12/31/2022,2022,INDL,C,D,STD,MET,METLIFE INC,USD,12092.0000,666611.0000,27040.0000,33261.0000,61100.0000,779.0980,18568.0000,3632.0000,4263.0000,2.9300,2558.0000,0.0000,2539.0000,,13204.0000,113586.0000,69716.0000,955.0000,A,72.370000000000
133768,12/31/2023,2023,FS,C,D,STD,MET,METLIFE INC,USD,0.0000,687584.0000,30015.0000,,,,18777.0000,,,,,,,4638.0000,,,,1060.0000,A,66.130000000000
133768,12/31/2023,2023,INDL,C,D,STD,MET,METLIFE INC,USD,10788.0000,687584.0000,30015.0000,36361.0000,58203.0000,730.8210,18777.0000,3222.0000,3941.0000,1.8200,1602.0000,0.0000,1578.0000,,13721.0000,134044.0000,66905.0000,1060.0000,A,66.130000000000
135484,12/31/2021,2021,INDL,C,D,STD,FYBR,FRONTIER COMMUNIC PARENT INC,USD,535.0000,16481.0000,4600.0000,2144.0000,2366.0000,244.4160,8259.0000,1137.0000,2377.0000,20.2700,4955.0000,0.0000,4955.0000,,797.0000,471.0000,6411.0000,375.0000,A,29.490000000000
135484,12/31/2022,2022,INDL,C,D,STD,FYBR,FRONTIER COMMUNIC PARENT INC,USD,1410.0000,18624.0000,5134.0000,2072.0000,2169.0000,245.0210,9396.0000,680.0000,1862.0000,1.8000,441.0000,0.0000,441.0000,,1401.0000,456.0000,5787.0000,492.0000,A,25.480000000000
135484,12/31/2023,2023,INDL,C,D,STD,FYBR,FRONTIER COMMUNIC PARENT INC,USD,857.0000,20693.0000,5279.0000,2200.0000,2125.0000,245.8130,11581.0000,565.0000,1980.0000,0.1200,29.0000,0.0000,29.0000,,1344.0000,454.0000,5751.0000,736.0000,A,25.340000000000
136725,12/31/2021,2021,INDL,C,D,STD,ISRG,INTUITIVE SURGICAL INC,USD,121.2000,13555.0000,11901.1000,4230.9000,1444.2000,357.7000,66.6000,1820.1000,2127.5000,4.7900,1728.1000,587.1000,1704.6000,,2089.4000,893.0000,5710.1000,0.0000,A,359.300000000000
136725,12/31/2022,2022,INDL,C,D,STD,ISRG,INTUITIVE SURGICAL INC,USD,147.0000,12974.0000,11041.9000,4122.2000,1681.0000,350.0000,69.6000,1601.0000,1954.8000,3.7200,1344.4000,893.2000,1322.3000,,1490.8000,1073.3000,6222.2000,0.0000,A,265.350000000000
136725,12/31/2023,2023,INDL,C,D,STD,ISRG,INTUITIVE SURGICAL INC,USD,188.7000,15441.5000,13307.6000,5223.2000,1998.2000,352.3000,64.5000,1776.2000,2178.4000,5.1200,1817.3000,1220.6000,1798.0000,,1813.8000,1267.5000,7124.1000,0.0000,A,337.360000000000
138483,12/31/2021,2021,INDL,C,D,STD,BRKR,BRUKER CORP,USD,147.4000,3650.0000,1070.5000,1168.2000,1132.2000,150.7540,1263.6000,431.2000,520.4000,1.8300,280.6000,710.1000,277.1000,,282.4000,463.0000,2417.9000,14.3000,A,83.910000000000
138483,12/31/2022,2022,INDL,C,D,STD,BRKR,BRUKER CORP,USD,178.4000,3611.8000,1113.8000,645.5000,1153.8000,147.0230,1235.3000,463.7000,552.4000,2.0000,298.5000,800.1000,296.6000,,274.4000,534.0000,2530.7000,16.1000,A,68.350000000000
138483,12/31/2023,2023,INDL,C,D,STD,BRKR,BRUKER CORP,USD,202.7000,4249.9000,1377.2000,488.3000,1352.8000,145.1650,1235.1000,495.1000,610.0000,2.9200,428.5000,968.3000,427.2000,,350.1000,621.8000,2964.5000,16.4000,A,73.480000000000
138743,12/31/2021,2021,INDL,C,D,STD,EQIX,EQUINIX INC,USD,84.0840,27918.6980,10882.0820,1548.5460,2233.6500,90.5710,14667.5690,1120.0860,2782.8940,5.5700,499.7280,0.0000,500.1910,,2547.2060,934.5480,6635.5370,360.5870,A,845.840000000000
138743,12/31/2022,2022,INDL,C,D,STD,EQIX,EQUINIX INC,USD,115.9530,30310.7420,11505.9660,1908.1550,2477.8370,92.6210,16168.7490,1226.3430,2968.9820,7.6900,704.5770,0.0000,704.3450,,2963.1820,1115.1020,7263.1050,374.4890,A,655.030000000000
138743,12/31/2023,2023,INDL,C,D,STD,EQIX,EQUINIX INC,USD,162.3560,32650.7240,12488.8940,2096.2160,2910.2550,94.4790,16179.4260,1450.6400,3302.0950,10.3500,968.9800,0.0000,969.1780,,3216.5950,1303.2720,8188.1360,427.9930,A,805.390000000000
139025,12/31/2021,2021,FS,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,,38469.3990,5093.4810,,,,1412.5170,,,,,,,,,,,98.8130,A,95.500000000000
139025,12/31/2021,2021,INDL,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,31304.5330,38469.3990,5093.4810,5101.5390,114.9390,76.1430,1412.5170,780.7530,780.7530,6.7900,527.3230,72.0280,527.3230,,657.4440,23151.0290,1426.9480,,A,95.500000000000
139025,12/31/2022,2022,FS,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,,41970.0210,5302.2660,,,,1024.0570,,,,,,,,,,,244.6420,A,73.400000000000
139025,12/31/2022,2022,INDL,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,34961.2380,41970.0210,5302.2660,1690.6580,312.5670,76.4540,1024.0570,852.1450,852.1450,7.2000,560.7420,71.2820,560.7420,,604.9250,28740.9400,1784.5590,,A,73.400000000000
139025,12/31/2023,2023,FS,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,,47959.8830,5818.6620,,,,2870.1970,,,,,,,,,,,1091.2500,A,87.220000000000
139025,12/31/2023,2023,INDL,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,38539.8100,47959.8830,5818.6620,2788.3580,1184.8460,76.7670,2870.1970,852.4410,852.4410,7.2000,562.1520,117.4340,562.1520,,478.4040,32323.0360,2708.0950,,A,87.220000000000
139665,12/31/2021,2021,INDL,C,D,STD,MCO,MOODY'S CORP,USD,47.0000,14680.0000,2727.0000,1902.0000,1637.0000,185.6400,7868.0000,2866.0000,3123.0000,11.8800,2214.0000,0.0000,2214.0000,,2005.0000,1720.0000,6218.0000,185.0000,A,390.580000000000
139665,12/31/2022,2022,INDL,C,D,STD,MCO,MOODY'S CORP,USD,52.0000,14349.0000,2519.0000,1859.0000,1613.0000,183.2000,7757.0000,1997.0000,2328.0000,7.4700,1374.0000,0.0000,1374.0000,,1474.0000,1652.0000,5468.0000,216.0000,A,278.620000000000
139665,12/31/2023,2023,INDL,C,D,STD,MCO,MOODY'S CORP,USD,23.0000,14622.0000,3318.0000,2193.0000,1687.0000,182.4720,7307.0000,2224.0000,2597.0000,8.7700,1608.0000,0.0000,1607.0000,,2151.0000,1738.0000,5916.0000,296.0000,A,390.560000000000
141459,12/31/2021,2021,INDL,C,D,STD,GRMN,GARMIN LTD,USD,370.0480,7854.4270,6114.1590,1846.0380,1953.2980,192.6080,70.0440,1218.6200,1357.6580,5.6300,1082.2000,1227.6090,1082.2000,,1012.4270,854.4330,4982.7950,0.0000,A,136.170000000000
141459,12/31/2022,2022,INDL,C,D,STD,GRMN,GARMIN LTD,USD,212.4170,7731.1700,6204.3400,1452.4820,1904.2070,191.6230,114.5410,1027.8450,1177.1490,5.0600,973.5850,1515.0450,973.5850,,788.2590,667.9330,4860.2860,0.0000,A,92.290000000000
141459,12/31/2023,2023,INDL,C,D,STD,GRMN,GARMIN LTD,USD,253.7900,8603.5690,7012.0600,1968.0700,2060.4370,191.7770,113.0350,1092.1600,1255.0200,6.7400,1289.6360,1345.9550,1289.6360,,1376.2650,826.9590,5228.2520,0.0000,A,128.540000000000
142953,12/31/2021,2021,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,6730.0000,67092.0000,28269.0000,3553.0000,16668.0000,1391.6310,18009.0000,5020.0000,5837.0000,3.0600,4314.0000,2708.0000,4300.0000,,4141.0000,3188.0000,28720.0000,365.0000,A,66.310000000000
142953,12/31/2022,2022,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,7562.0000,71161.0000,26883.0000,1948.0000,19332.0000,1365.8910,20765.0000,4708.0000,5530.0000,1.9700,2726.0000,3381.0000,2717.0000,,3908.0000,3907.0000,31496.0000,428.0000,A,66.650000000000
142953,12/31/2023,2023,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,8321.0000,71391.0000,28332.0000,1884.0000,21477.0000,1348.4830,17424.0000,6063.0000,6955.0000,3.6400,4968.0000,3615.0000,4959.0000,,4714.0000,4512.0000,36016.0000,550.0000,A,72.430000000000
143356,12/31/2021,2021,FS,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,0.0000,937582.0000,61876.0000,,,,19328.0000,,,,,,,3011.0000,,,,1474.0000,A,108.240000000000
143356,12/31/2021,2021,INDL,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,1341.0000,937582.0000,61876.0000,40204.0000,46911.0000,376.2860,19328.0000,11929.0000,12133.0000,19.6500,7794.0000,0.0000,7724.0000,,9812.0000,,70948.0000,1474.0000,A,108.240000000000
143356,12/31/2022,2022,FS,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,0.0000,689917.0000,16250.0000,,,,20652.0000,,,,,,,1116.0000,,,,1562.0000,A,99.460000000000
143356,12/31/2022,2022,INDL,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,1188.0000,689917.0000,16250.0000,39710.0000,48430.0000,365.9630,20652.0000,-663.0000,-539.0000,-3.9300,-1462.0000,0.0000,-1438.0000,,5158.0000,,58648.0000,1562.0000,A,99.460000000000
143356,12/31/2023,2023,FS,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,0.0000,721123.0000,27820.0000,,,,20567.0000,,,,,,,1732.0000,,,,1749.0000,A,103.710000000000
143356,12/31/2023,2023,INDL,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,9939.0000,721123.0000,27820.0000,46556.0000,37779.0000,359.2160,20567.0000,4926.0000,,6.7600,2508.0000,0.0000,2488.0000,,6510.0000,,53907.0000,1749.0000,A,103.710000000000
143357,08/31/2022,2022,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,2559.4850,47263.3900,22106.0400,7893.8060,40862.1210,631.1680,2608.9830,9367.1810,10397.8260,10.8700,6988.9600,0.0000,6877.1690,,9541.1290,11776.7750,61594.3050,47.3200,A,288.460000000000
143357,08/31/2023,2023,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,2491.1730,51245.3050,25692.7820,9049.6070,42318.5220,628.2650,2353.8070,9873.0350,10934.6510,10.9000,7003.5300,0.0000,6871.5570,,9524.2680,12227.1860,64111.7450,47.5250,A,323.770000000000
143357,08/31/2024,2024,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,2743.8070,55932.3630,28288.5890,5009.8650,42656.1500,625.2800,2448.1180,10034.2870,11112.2840,11.5700,7419.1970,0.0000,7264.7870,,9131.0270,13664.8470,64896.4640,58.9690,A,341.950000000000
143912,12/31/2021,2021,INDL,C,D,STD,AXON,AXON ENTERPRISE INC,USD,32.2200,1688.2100,1047.8490,443.0710,313.6010,70.8970,20.4390,-167.3820,-148.6880,-0.9100,-60.0180,108.6880,-60.0180,,124.4940,501.6400,863.3810,0.0280,A,157.000000000000
143912,12/31/2022,2022,INDL,C,D,STD,AXON,AXON ENTERPRISE INC,USD,59.9180,2851.8940,1268.4910,976.5070,436.9160,71.4750,711.1100,85.2980,109.6790,2.0700,147.1390,202.4710,147.1390,,235.3610,555.0920,1181.4350,0.4880,A,165.930000000000
143912,12/31/2023,2023,INDL,C,D,STD,AXON,AXON ENTERPRISE INC,USD,88.3260,3436.8450,1612.0340,1322.5390,575.3710,75.3010,710.6630,153.9260,186.5640,2.3500,174.2270,269.8550,174.2270,,189.2630,693.4690,1563.3910,6.9950,A,258.330000000000
144009,12/31/2021,2021,FS,C,D,STD,WTW,WILLIS TOWERS WATSON PLC,USD,322.0000,34970.0000,13260.0000,,,,4723.0000,,,,,0.0000,,,,,,208.0000,A,237.490000000000
144009,12/31/2021,2021,INDL,C,D,STD,WTW,WILLIS TOWERS WATSON PLC,USD,322.0000,34970.0000,13260.0000,4686.0000,6926.0000,122.0560,4723.0000,1422.0000,2072.0000,16.6800,2156.0000,0.0000,4222.0000,,2061.0000,13396.0000,8998.0000,211.0000,A,237.490000000000
144009,12/31/2022,2022,FS,C,D,STD,WTW,WILLIS TOWERS WATSON PLC,USD,329.0000,31769.0000,10016.0000,,,,5103.0000,,,,,0.0000,,,,,,208.0000,A,244.580000000000
144009,12/31/2022,2022,INDL,C,D,STD,WTW,WILLIS TOWERS WATSON PLC,USD,329.0000,31769.0000,10016.0000,1262.0000,6760.0000,106.7560,5103.0000,1539.0000,2106.0000,9.3600,1064.0000,0.0000,1009.0000,,812.0000,14168.0000,8866.0000,208.0000,A,244.580000000000
144009,12/31/2023,2023,FS,C,D,STD,WTW,WILLIS TOWERS WATSON PLC,USD,396.0000,29090.0000,9520.0000,,,,5166.0000,,,,,0.0000,,,,,,235.0000,A,241.200000000000
144009,12/31/2023,2023,INDL,C,D,STD,WTW,WILLIS TOWERS WATSON PLC,USD,396.0000,29090.0000,9520.0000,1424.0000,7159.0000,102.5380,5166.0000,1819.0000,2324.0000,10.0100,1064.0000,0.0000,1055.0000,,1345.0000,11650.0000,9483.0000,235.0000,A,241.200000000000
145046,12/31/2021,2021,FS,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,4970.0000,97460.0000,36060.0000,,,,22021.0000,,,,,,,,,,,798.0000,A,463.540000000000
145046,12/31/2021,2021,INDL,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,18488.0000,97460.0000,36060.0000,33028.0000,112872.0000,241.7710,22021.0000,8946.0000,10055.0000,25.0400,6095.0000,0.0000,6104.0000,,8364.0000,13613.0000,138639.0000,798.0000,A,463.540000000000
145046,12/31/2022,2022,FS,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,5607.0000,102772.0000,36307.0000,,,,23100.0000,,,,,,,,,,,851.0000,A,512.970000000000
145046,12/31/2022,2022,INDL,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,21203.0000,102772.0000,36307.0000,34292.0000,128738.0000,237.9580,23100.0000,8659.0000,10210.0000,25.1000,6019.0000,0.0000,6025.0000,,8399.0000,16484.0000,156595.0000,851.0000,A,512.970000000000
145046,12/31/2023,2023,FS,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,6910.0000,108928.0000,39306.0000,,,,23931.0000,,,,,,,,,,,1030.0000,A,471.560000000000
145046,12/31/2023,2023,INDL,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,23021.0000,108928.0000,39306.0000,36369.0000,140751.0000,233.0710,23931.0000,9710.0000,11467.0000,25.3800,5991.0000,0.0000,5987.0000,,8061.0000,20790.0000,171340.0000,1030.0000,A,471.560000000000
145552,12/31/2021,2021,FS,C,D,STD,CNC,CENTENE CORP,USD,10617.0000,78375.0000,26795.0000,,,,22190.0000,,,,,,,,,,,665.0000,A,82.400000000000
145552,12/31/2021,2021,INDL,C,D,STD,CNC,CENTENE CORP,USD,8289.0000,78375.0000,26795.0000,14657.0000,111218.0000,582.4790,22190.0000,3488.0000,4823.0000,2.3100,1336.0000,0.0000,1347.0000,,4205.0000,12334.0000,125982.0000,665.0000,A,82.400000000000
145552,12/31/2022,2022,FS,C,D,STD,CNC,CENTENE CORP,USD,10979.0000,76870.0000,24057.0000,,,,21071.0000,,,,,,,,,,,665.0000,A,82.010000000000
145552,12/31/2022,2022,INDL,C,D,STD,CNC,CENTENE CORP,USD,9345.0000,76870.0000,24057.0000,14395.0000,127891.0000,550.7540,21071.0000,3859.0000,5290.0000,2.0900,1202.0000,0.0000,1202.0000,,6261.0000,13404.0000,144547.0000,665.0000,A,82.010000000000
145552,12/31/2023,2023,FS,C,D,STD,CNC,CENTENE CORP,USD,17714.0000,84641.0000,25840.0000,,,,18590.0000,,,,,,,,,,,725.0000,A,74.210000000000
145552,12/31/2023,2023,INDL,C,D,STD,CNC,CENTENE CORP,USD,16252.0000,84641.0000,25840.0000,19652.0000,136684.0000,534.4840,18590.0000,3615.0000,4908.0000,4.9700,2699.0000,0.0000,2702.0000,,8053.0000,15685.0000,153999.0000,725.0000,A,74.210000000000
146017,08/31/2022,2022,INDL,C,D,STD,AYI,ACUITY INC,USD,397.8000,3480.2000,1911.8000,223.2000,2279.6000,32.4870,562.4000,509.1000,603.9000,11.2300,384.0000,485.7000,384.0000,,316.3000,665.9000,4006.1000,27.0000,A,163.930000000000
146017,08/31/2023,2023,INDL,C,D,STD,AYI,ACUITY INC,USD,285.7000,3408.5000,2015.4000,397.9000,2174.9000,31.0490,571.1000,513.3000,606.5000,10.8800,346.0000,368.5000,346.0000,,578.1000,555.3000,3952.2000,27.9000,A,161.280000000000
146017,08/31/2024,2024,INDL,C,D,STD,AYI,ACUITY INC,USD,352.3000,3814.6000,2378.8000,845.8000,2007.9000,30.8000,554.3000,553.3000,644.4000,13.6800,422.6000,387.6000,422.6000,,619.2000,563.0000,3841.0000,25.3000,A,254.700000000000
147579,12/31/2021,2021,INDL,C,D,STD,NFLX,NETFLIX INC,USD,5130.4500,44584.6630,15849.2480,6027.8040,17124.2710,443.9630,17101.5580,6194.5090,6402.9210,11.5500,5116.2280,0.0000,5116.2280,,392.6100,804.3200,29697.8440,765.6200,A,602.440000000000
147579,12/31/2022,2022,INDL,C,D,STD,NFLX,NETFLIX INC,USD,5151.6630,48594.7680,20777.4010,6058.4520,18831.6030,445.3470,16575.5790,5632.8310,5969.5130,10.1000,4491.9240,0.0000,4491.9240,,2026.2570,988.8980,31615.5500,706.2120,A,294.880000000000
147579,12/31/2023,2023,INDL,C,D,STD,NFLX,NETFLIX INC,USD,5213.8820,48731.9920,20588.3130,7139.3520,19358.4210,432.7600,16190.2180,6954.0030,7310.9500,12.2500,5407.9900,0.0000,5407.9900,,7274.3010,1287.0540,33723.2970,699.8260,A,486.880000000000
148349,09/30/2022,2022,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,279.0000,18107.0000,-3773.0000,3001.0000,2206.0000,54.3610,19440.0000,2233.0000,2486.0000,13.3800,866.0000,1332.0000,866.0000,,948.0000,1086.0000,5429.0000,1076.0000,A,524.820000000000
148349,09/30/2023,2023,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,305.0000,19970.0000,-1984.0000,3472.0000,2610.0000,55.3070,19381.0000,2941.0000,3209.0000,22.0300,1299.0000,1616.0000,1298.0000,,1375.0000,1421.0000,6585.0000,1164.0000,A,843.130000000000
148349,09/30/2024,2024,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,323.0000,25586.0000,-6290.0000,6261.0000,3095.0000,56.2160,24339.0000,3601.0000,3911.0000,25.6200,1715.0000,1876.0000,1714.0000,,2045.0000,1651.0000,7940.0000,1286.0000,A,1427.130000000000
149070,12/31/2021,2021,FS,C,D,STD,CME,CME GROUP INC,USD,48.8000,196780.3000,27399.3000,,,,3221.0000,,,,,,,,,,,166.9000,A,228.460000000000
149070,12/31/2021,2021,INDL,C,D,STD,CME,CME GROUP INC,USD,48.8000,196780.3000,27399.3000,2954.7000,1659.1000,358.6020,3221.0000,2645.2000,3030.6000,7.3000,2636.9000,0.0000,2636.4000,,2402.4000,434.5000,4689.7000,166.9000,A,228.460000000000
149070,12/31/2022,2022,FS,C,D,STD,CME,CME GROUP INC,USD,121.4000,174175.7000,26878.7000,,,,3873.7000,,,,,,,,,,,162.7000,A,168.160000000000
149070,12/31/2022,2022,INDL,C,D,STD,CME,CME GROUP INC,USD,121.4000,174175.7000,26878.7000,2821.0000,1640.9000,358.9320,3873.7000,3015.9000,3378.5000,7.4100,2691.0000,0.0000,2691.0000,,3056.0000,483.2000,5019.4000,162.7000,A,168.160000000000
149070,12/31/2023,2023,FS,C,D,STD,CME,CME GROUP INC,USD,90.6000,129706.1000,26737.9000,,,,3828.8000,,,,,,,,,,,159.4000,A,210.600000000000
149070,12/31/2023,2023,INDL,C,D,STD,CME,CME GROUP INC,USD,90.6000,129706.1000,26737.9000,3028.9000,1773.0000,359.2340,3828.8000,3453.3000,3805.9000,8.8700,3226.2000,0.0000,3226.2000,,3453.8000,535.6000,5578.9000,159.4000,A,210.600000000000
